street,number,plz,place,canton,rooms,area,price
Oltingerstrasse,23,4055,Basel,BS,2,55,1300
Hünigerstrasse,35,4056,Basel,BS,2,55,1300
Utengasse,44,4058,Basel,BS,2.5,44,1300
Mittlere Strasse,54,4056,Basel,BS,2.5,50,1300
Ramsteinerstrasse,16,4052,Basel,BS,2,65,1310
Lehenmattstrasse,280,4052,Basel,BS,2.5,59,1310
Kapellenstrasse,37,4052,Basel,BS,2,72,1320
Froburgstrasse,16,4052,Basel,BS,2,55,1320
Altrheinweg,88,4057,Basel,BS,3,65,1325
Hammerstrasse,129,4057,Basel,BS,2,48,1330
Hammerstrasse,129,4057,Basel,BS,2,60,1330
Oltingerstrasse,35,4055,Basel,BS,3.5,60,1330
Erlenstrasse,49,4058,Basel,BS,2,57,1330
Wanderstrasse,4,4054,Basel,BS,3,73,1340
Güterstrasse,144,4053,Basel,BS,2.5,55,1340
Zuercherstrasse,27,4052,Basel,BS,3,58,1350
Sundgauerstrasse,2,4055,Basel,BS,1.5,38,1350
Müllheimerstrasse,93,4057,Basel,BS,2,45,1350
Frobenstrasse,30,4053,Basel,BS,2,49,1350
Sägergässlein,10,4058,Basel,BS,2,60,1350
Riehenring,21,4058,Basel,BS,2,55,1360
Entenweidstr.,88,4056,Basel,BS,3,63,1360
Schönaustrasse,51,4058,Basel,BS,3,65,1360
Schönaustrasse,58,4058,Basel,BS,3,63,1360
Colmarerstrasse,78,4055,Basel,BS,3,62,1365
Hochstrasse,99,4053,Basel,BS,2,60,1370
Sempacherstrasse,43,4053,Basel,BS,2,48,1370
Weiherweg,86,4054,Basel,BS,2.5,54,1370
Pruntruterstrasse,23,4053,Basel,BS,2,53,1375
Delsbergerallee,7,4053,Basel,BS,2.5,66,1375
Sankt Johanns-Ring,139,4056,Basel,BS,3,57,1380
Holderstr.,9,4057,Basel,BS,3.5,65,1380
Lehenmattstr.,330,4052,Basel,BS,3,63,1380
Entenweidstrasse,4,4056,Basel,BS,2.5,54,1380
Elsässerstrasse,65,4056,Basel,BS,2,55,1380
Nonnenweg,8,4055,Basel,BS,2,46,1380
Kleinhüningerstrasse,137,4057,Basel,BS,3,70,1390
Kleinhüningerstrasse,94,4057,Basel,BS,3.5,68,1390
Grenzacherstrasse,69,4058,Basel,BS,1.5,26,1390
St. Jakobstrasse,165,4052,Basel,BS,3,70,1390
Claramattweg,13,4057,Basel,BS,3,61,1390
Dorfstrasse,14,4057,Basel,BS,3,68,1390
Rosentalstr.,17,4058,Basel,BS,1.5,49,1395
Pfeffingerstrasse,40,4053,Basel,BS,3,60,1400
Eisenbahnweg,8,4058,Basel,BS,2,64,1400
Dornacherstr.,293,4053,Basel,BS,2.5,72,1400
Hegenheimerstrasse,45,4055,Basel,BS,3,72,1400
Muespacherstrasse,64,4055,Basel,BS,3,67,1400
St. Jakobs-Strasse,55,4052,Basel,BS,3,78,1410
Spalenring,30,4055,Basel,BS,3,51,1410
Landskronstrasse,101,4056,Basel,BS,2.5,58,1420
Horburgstrasse,17,4057,Basel,BS,2.5,67,1420
Spalenvorstadt,41,4051,Basel,BS,2.5,65,1420
Grienstrasse,28,4055,Basel,BS,3,64,1420
Näfelserstr.,18,4055,Basel,BS,2,57,1420
Gärtnerstrasse,113,4057,Basel,BS,2.5,72,1421
Gundeldingerstrasse,460,4053,Basel,BS,3,78,1425
Wanderstrasse,73,4054,Basel,BS,2,58,1425
Oetlingerstrasse,161,4057,Basel,BS,3,52,1430
Klingentalstrasse,85,4057,Basel,BS,2,37,1440
Riehentorstrasse,15,4058,Basel,BS,1,42,1440
Gempenstr.,46,4053,Basel,BS,2.5,51,1440
Amerbachstrasse,65,4057,Basel,BS,3,62,1440
Luzernerring,105,4056,Basel,BS,3,70,1450
Maulbeerstrasse,31,4058,Basel,BS,3,65,1450
Dornacherstrasse,329,4053,Basel,BS,2.5,80,1450
Lange Gasse,3,4052,Basel,BS,2,68,1450
Hammerstrasse,150,4057,Basel,BS,3.5,76,1450
Dornacherstrasse,88,4053,Basel,BS,2.5,60,1450
Rosentalstrasse,24,4058,Basel,BS,2,62,1450
Roggenburgstrasse,13,4055,Basel,BS,3,64,1455
Riehenstrasse,163,4058,Basel,BS,3,71,1460
Ahornstrasse,3,4055,Basel,BS,3,66,1460
Hammerstrasse,50,4058,Basel,BS,3,68,1460
Haltingerstr.,78,4057,Basel,BS,2,55,1465
Kleinhüningeranlage,19,4057,Basel,BS,3.5,66,1465
Riehenring,19,4058,Basel,BS,2,55,1470
Türkheimerstrasse,20,4055,Basel,BS,2.5,60,1470
Türkheimerstrasse,44,4055,Basel,BS,2.5,45,1470
Grienstrasse,114,4055,Basel,BS,2.5,66,1470
Nonnenweg,8,4055,Basel,BS,2,53,1470
Im Rheinacker,24,4058,Basel,BS,3,70,1470
Waldshuterstr.,4,4058,Basel,BS,3,70,1475
Steinenvorstadt,19,4051,Basel,BS,2,58,1480
Belforterstrasse,129,4055,Basel,BS,3,66,1480
Reinacherstrasse,48,4053,Basel,BS,3,65,1480
Hochstrasse,51,4053,Basel,BS,2,75,1480
Türkheimerstrasse,20,4055,Basel,BS,2.5,55,1480
Sevogelstrasse,144,4052,Basel,BS,3,70,1485
Ryffstrasse,49,4056,Basel,BS,2,37,1490
Riehenring,21,4058,Basel,BS,2,55,1490
Friedrichstrasse,15,4055,Basel,BS,3,82,1490
Landskronstrasse,58,4056,Basel,BS,3,71,1490
Maulbeerstrasse,83,4058,Basel,BS,3,70,1490
Haltingerstrasse,101,4057,Basel,BS,3,69,1490
Eulerstrasse,77,4051,Basel,BS,1.5,34,1495
Efringerstrasse,18,4057,Basel,BS,3,70,1495
Bleichestrasse,27,4058,Basel,BS,1.5,53,1498
Müllheimerstrasse,55,4057,Basel,BS,2.5,62,1500
Lohweg,8,4054,Basel,BS,1,30,1500
Bachlettenstrasse,20,4054,Basel,BS,2,50,1500
Hardstrasse,135,4052,Basel,BS,2.5,53,1500
Dornacherstrasse,263,4053,Basel,BS,3.5,72,1500
Wettsteinallee,20,4058,Basel,BS,1.5,41,1500
Flughafenstr.,67,4056,Basel,BS,3,60,1500
Arlesheimerstrasse,3,4053,Basel,BS,3,83,1500
Südquaistrasse,6,4057,Basel,BS,3,65,1500
Steinbühlallee,115,4054,Basel,BS,3,65,1510
Habsburgerstrasse,2,4055,Basel,BS,3,73,1520
Im Ettingerhof,8,4055,Basel,BS,3,70,1520
Kanonengasse,18,4051,Basel,BS,2.5,56,1520
In den Klostermatten,17,4052,Basel,BS,3,70,1525
Rosentalstr.,17,4058,Basel,BS,1.5,50,1525
Riehentorstrasse,27,4058,Basel,BS,3,70,1530
Erlenmattstrasse,12,4058,Basel,BS,1,73,1530
Laufenburgerstr.,2,4058,Basel,BS,3,70,1535
Horburgstr.,41,4057,Basel,BS,3,73,1535
Markircherstrasse,1,4055,Basel,BS,2.5,52,1535
Maulbeerstrasse,1,4058,Basel,BS,3.5,75,1540
St. Alban Ring,213,4052,Basel,BS,2,55,1545
Vogesenstrasse,33,4056,Basel,BS,3,67,1550
Im Ettingerhof,5,4055,Basel,BS,3,68,1550
Dornacherstrasse,283,4053,Basel,BS,3,78,1550
Lehenmattstrasse,202,4052,Basel,BS,3,66,1550
Falkensteinerstrasse,20,4053,Basel,BS,3,66,1550
Birsigstrasse,40,4054,Basel,BS,3,69,1550
Riehentorstrasse,13,4058,Basel,BS,1,55,1560
Unterer Batterieweg,86,4059,Basel,BS,3,68,1560
Isteinerstrasse,100,4057,Basel,BS,3,68,1560
Laufenstrasse,39,4053,Basel,BS,2.5,56,1560
Sankt Johanns-Ring,38,4056,Basel,BS,3,80,1560
Leonhardsstrasse,24,4051,Basel,BS,3,63,1560
Jacob Burckhardt-Str.,77,4052,Basel,BS,2,63,1570
Greifengasse,15,4058,Basel,BS,2.5,77,1570
Elsässerstrasse,125,4056,Basel,BS,3,81,1570
Rosentalstrasse,29,4058,Basel,BS,3,78,1570
Blauenstrasse,49,4054,Basel,BS,2.5,65,1570
Rosentalstrasse,44,4058,Basel,BS,3,76,1575
Bruderholzstrasse,114,4053,Basel,BS,2.5,68,1576
St. Alban-Ring,225,4052,Basel,BS,2,68,1580
Lehenmattstrasse,202,4052,Basel,BS,3,66,1580
Andlauerstrasse,6,4057,Basel,BS,3,62,1580
Hegenheimerstrasse,118,4055,Basel,BS,3,66,1580
Thiersteinerallee,50,4053,Basel,BS,3,75,1580
St. Galler-Ring,197,4054,Basel,BS,3,65,1585
Badenweilerstr.,28,4057,Basel,BS,2.5,69,1590
Utengasse,44,4058,Basel,BS,2.5,70,1590
Entenweidstrasse,74,4056,Basel,BS,3.5,70,1590
Clarahofweg,28,4058,Basel,BS,3,75,1590
Lange Gasse,5,4052,Basel,BS,2,68,1590
Amerbachstrasse,86,4057,Basel,BS,3.5,83,1590
Lehenmattstr.,194,4052,Basel,BS,3,75,1595
Waldshuterstr.,4,4058,Basel,BS,3,75,1595
Missionsstrasse,10,4055,Basel,BS,2.5,48,1600
Erlenmattstrasse,77,4058,Basel,BS,1.5,42,1600
Colmarerstrasse,14,4055,Basel,BS,2,78,1600
Baldeggerstrasse,58,4052,Basel,BS,1,49,1600
Landskronstrasse,62,4056,Basel,BS,3,72,1600
Sempacherstr.,20,4053,Basel,BS,3.5,77,1605
Hegenheimerstrasse,16,4055,Basel,BS,3,72,1610
Schönaustrasse,75,4058,Basel,BS,2.5,79,1610
Riehentorstrasse,15,4058,Basel,BS,2,55,1610
Rosentalstr.,17,4058,Basel,BS,1.5,46,1615
Amerbachstr.,33,4057,Basel,BS,3,81,1620
Farnsburgerstrasse,22,4052,Basel,BS,3,68,1620
Kraftstr.,6,4056,Basel,BS,3,73,1620
Wasgenring,95,4055,Basel,BS,4,84,1630
Schützenmattstrasse,61,4051,Basel,BS,3,70,1630
Klybeckstrasse,58,4057,Basel,BS,3.5,67,1630
Beim Letziturm,13,4052,Basel,BS,2,68,1640
Wallstrasse,18,4051,Basel,BS,3,74,1640
Hegenheimerstrasse,16,4055,Basel,BS,3,72,1640
Inselstrasse,66,4057,Basel,BS,3.5,67,1640
Riehenstrasse,167,4058,Basel,BS,3,83,1640
Drahtzugstrasse,67,4057,Basel,BS,3,65,1640
Welschmattstrasse,19,4055,Basel,BS,3,78,1650
In den Ziegelhöfen,81,4054,Basel,BS,3,63,1650
Peter Rot-Strasse,72,4058,Basel,BS,3,66,1650
Hegenheimerstrasse,69,4055,Basel,BS,1.5,30,1650
Fasanenstrasse,128,4058,Basel,BS,3,88,1650
Klingelbergstrasse,31,4056,Basel,BS,3,81,1650
Bäumlihofstrasse,74,4058,Basel,BS,3,75,1650
Reinacherstrasse,92,4053,Basel,BS,3.5,70,1650
Maulbeerstrasse,14,4058,Basel,BS,3,70,1650
Dornacherstrasse,79,4053,Basel,BS,1,29,1650
Blochmonterstrasse,11,4054,Basel,BS,3,86,1660
Eulerstrasse,77,4051,Basel,BS,2,44,1670
Max Kämpf-Platz,1,4058,Basel,BS,2.5,56,1670
Türkheimerstrasse,44,4055,Basel,BS,2.5,45,1670
Markgräflerstr.,35,4057,Basel,BS,3,80,1670
Colmarerstrasse,59,4055,Basel,BS,2,43,1670
Schönaustrasse,75,4058,Basel,BS,2.5,79,1675
Zeughausstrasse,31,4052,Basel,BS,3,78,1680
Frobenstrasse,23,4053,Basel,BS,3,67,1680
Eimeldingerweg,45,4057,Basel,BS,4,90,1680
Rufacherstrasse,75,4055,Basel,BS,3,85,1685
Achilles Bischoff-Strasse,6,4053,Basel,BS,3.5,69,1685
Rufacherstrasse,75,4055,Basel,BS,3,85,1685
Achilles Bischoff-Strasse,6,4053,Basel,BS,3.5,69,1685
Im Surinam,4,4058,Basel,BS,3,70,1690
Markgräflerstrasse,1,4057,Basel,BS,2,62,1690
Klybeckstrasse,170,4057,Basel,BS,2,65,1690
Klybeckstrasse,170,4057,Basel,BS,2,57,1690
Sperrstrasse,83,4057,Basel,BS,3.5,88,1690
Horburgstrasse,8,4057,Basel,BS,2.5,60,1690
Laufenstr.,31,4053,Basel,BS,3.5,82,1690
Haltingerstrasse,101,4057,Basel,BS,3.5,83,1690
Burgfelderstrasse,144,4055,Basel,BS,3.5,90,1690
Jägerstrasse,10,4058,Basel,BS,3,65,1690
Kraftstr.,4,4056,Basel,BS,3,79,1695
Theodorsgraben,10,4058,Basel,BS,4,97,1695
Solothurnerstrasse,59,4053,Basel,BS,3,63,1700
Jacob Burckhardt-Str.,71,4052,Basel,BS,3.5,69,1700
Lehenmattstrasse,280,4052,Basel,BS,3.5,73,1700
Erlenmattstrasse,77,4058,Basel,BS,2.5,46,1700
Gellertstrasse,2,4052,Basel,BS,2.5,73,1700
Reinacherstrasse,88,4053,Basel,BS,2,57,1700
Steinentorstrasse,18,4051,Basel,BS,1,31,1700
Auf dem Hummel,2,4059,Basel,BS,4.5,108,1710
Allschwilerstrasse,114,4055,Basel,BS,4,78,1710
Riehenstrasse,24,4058,Basel,BS,3,89,1720
Gustav Wenk-Strasse,20,4056,Basel,BS,3.5,80,1720
Müllheimerstrasse,140,4057,Basel,BS,3,74,1720
Wasgenring,91,4055,Basel,BS,4,89,1730
Landskronstrasse,101,4056,Basel,BS,3,75,1740
Fasanenstrasse,121,4058,Basel,BS,2.5,60,1740
Steinengraben,77,4051,Basel,BS,2,76,1740
Holbeinplatz,4,4051,Basel,BS,3,66,1745
Burgfelderstrasse,255,4055,Basel,BS,3,85,1745
Sennheimerstrasse,25,4054,Basel,BS,3,60,1750
Claragraben,60,4058,Basel,BS,2,56,1750
Bruderholzallee,122,4059,Basel,BS,3,85,1750
Riehenstr.,90,4058,Basel,BS,3,86,1750
Steinenvorstadt,71,4051,Basel,BS,2,50,1750
Holbeinstrasse,77,4051,Basel,BS,1,25,1750
In den Ziegelhöfen,81,4054,Basel,BS,3,65,1750
Offenburgerstrasse,47,4057,Basel,BS,3.5,81,1750
Elsässerstrasse,79,4056,Basel,BS,3,72,1750
Davidsbodenstrasse,9,4056,Basel,BS,1,31,1750
Beinwilerstrasse,20,4053,Basel,BS,1.5,34,1750
Bruderholzallee,176,4059,Basel,BS,2.5,48,1750
Maulbeerstrasse,36,4058,Basel,BS,3.5,81,1755
Riehenstr.,90,4058,Basel,BS,3,91,1760
Sankt Galler-Ring,49,4055,Basel,BS,3,73,1760
Missionsstrasse,14,4055,Basel,BS,2,57,1760
Lehenmattstrasse,280,4052,Basel,BS,3.5,73,1760
Engelgasse,22,4052,Basel,BS,3,75,1765
Eulerstrasse,83,4051,Basel,BS,2.5,50,1770
Sierenzerstr.,32,4055,Basel,BS,3.5,90,1780
Rufacherstrasse,75,4055,Basel,BS,3,85,1785
Utengasse,44,4058,Basel,BS,2.5,80,1790
St. Galler-Ring,201,4054,Basel,BS,3,72,1790
Sankt Galler-Ring,49,4055,Basel,BS,2.5,73,1790
Steinenvorstadt,36,4051,Basel,BS,1.5,58,1790
Colmarerstrasse,59,4055,Basel,BS,2,43,1790
Waldighoferstrasse,8,4055,Basel,BS,3,87,1795
Erlenmattstrasse,77,4058,Basel,BS,2.5,52,1800
St. Jakobsstr.,96,4052,Basel,BS,2.5,74,1800
Steinentorstrasse,18,4051,Basel,BS,1,34,1800
Solothurnerstrasse,74,4053,Basel,BS,1,30,1800
Winkelriedplatz,1,4053,Basel,BS,4,82,1800
Thiersteinerallee,38,4053,Basel,BS,3.5,112,1800
Delsbergerallee,50,4053,Basel,BS,3.5,74,1810
Zürcherstrasse,69,4052,Basel,BS,3,90,1825
Missionsstrasse,14,4055,Basel,BS,2,59,1826
Colmarerstrasse,31,4055,Basel,BS,3.5,82,1830
Frobenstrasse,21,4053,Basel,BS,3,66,1830
Jacob Burckhardt-Str.,75,4052,Basel,BS,3,79,1830
Rebgasse,25,4058,Basel,BS,2.5,50,1830
Oberwilerstrasse,60,4054,Basel,BS,2.5,71,1830
Rosentalstr.,17,4058,Basel,BS,2.5,54,1835
Fasanenstrasse,121,4058,Basel,BS,2.5,60,1840
St. Jakobsstr.,96,4052,Basel,BS,2.5,74,1840
Klingental,1,4058,Basel,BS,2.5,102,1845
Ramsteinerstr.,20,4052,Basel,BS,3.5,87,1845
Schönaustrasse,73,4058,Basel,BS,3.5,88,1845
Steinenvorstadt,56,4051,Basel,BS,3.5,90,1850
Allschwilerstrasse,60,4055,Basel,BS,3.5,74,1850
Brombacherstrasse,4,4057,Basel,BS,3,71,1850
Türkheimerstrasse,5,4055,Basel,BS,3.5,91,1850
Kannenfeldstrasse,25,4056,Basel,BS,3,75,1860
General Guisan-Strasse,55,4054,Basel,BS,3.5,96,1860
Horburgstrasse,21,4057,Basel,BS,3.5,92,1860
Pilgerstrasse,14,4055,Basel,BS,3.5,85,1870
Leonhardsstrasse,53,4051,Basel,BS,3.5,73,1870
Sundgauerstrasse,2,4055,Basel,BS,3.5,76,1880
Klingentalstrasse,85,4057,Basel,BS,3,57,1880
Neuensteinerstrasse,20,4053,Basel,BS,1.5,30,1880
Frobenstr.,75,4053,Basel,BS,4,96,1885
Dittingerstrasse,31,4053,Basel,BS,3,78,1890
Güterstrasse,214,4053,Basel,BS,3.5,86,1895
Gellertstrasse,52,4052,Basel,BS,3,80,1900
Rosentalstrasse,52,4058,Basel,BS,3,93,1900
Hirzbodenweg,115,4052,Basel,BS,3,92,1900
Erlenmattstrasse,77,4058,Basel,BS,2.5,52,1900
Gasstrasse,53,4056,Basel,BS,3,74,1900
Sevogelstrasse,54,4052,Basel,BS,3.5,83,1900
Colmarerstrasse,31,4055,Basel,BS,3.5,82,1900
Amerbachstrasse,43,4057,Basel,BS,3.5,60,1900
Breisacherstrasse,57,4057,Basel,BS,3,63,1900
Bruderholzallee,176,4059,Basel,BS,2.5,48,1900
Zürcherstrasse,138,4052,Basel,BS,3.5,75,1910
Leonhardsstrasse,53,4051,Basel,BS,3.5,72,1910
Altrheinweg,106,4057,Basel,BS,3.5,95,1920
Thiersteinerallee,53,4053,Basel,BS,4,97,1920
Claragraben,45,4058,Basel,BS,2.5,83,1921
Colmarerstrasse,49,4055,Basel,BS,4,85,1930
Blotzheimerstr.,35,4055,Basel,BS,4,94,1930
Oberwilerstrasse,60,4054,Basel,BS,3,72,1930
Gasstrasse,71,4056,Basel,BS,3.5,107,1930
Oberwilerstrasse,60,4054,Basel,BS,3,60,1930
Türkheimerstrasse,5,4055,Basel,BS,3.5,91,1935
Leonhardsstrasse,53,4051,Basel,BS,3.5,73,1940
Leonhardsstrasse,53,4051,Basel,BS,3.5,72,1940
Rosentalstr.,17,4058,Basel,BS,2.5,69,1955
Leonhardsstrasse,53,4051,Basel,BS,3.5,69,1960
Wasgenring,54,4055,Basel,BS,4,105,1965
Fasanenstrasse,121,4058,Basel,BS,3.5,76,1970
Kapellenstrasse,17,4052,Basel,BS,2,38,1970
Birmannsgasse,33,4055,Basel,BS,2.5,72,1970
Landauerstrasse,23,4058,Basel,BS,5,95,1970
Petersgasse,20,4051,Basel,BS,3,82,1975
Casinostrasse,8,4052,Basel,BS,3.5,97,1980
Eichenstrasse,2,4054,Basel,BS,3,75,1980
St. Johanns-Vorstadt,49,4056,Basel,BS,3,92,1980
Tellstrasse,34,4053,Basel,BS,1.5,72,1980
Türkheimerstrasse,44,4055,Basel,BS,2.5,54,1980
Innere Margarethenstrasse,9,4051,Basel,BS,2.5,76,1985
Sempacherstrasse,32,4053,Basel,BS,3.5,77,1990
Missionsstrasse,10,4055,Basel,BS,3.5,75,1990
Lindenweg,7,4052,Basel,BS,3.5,84,1990
Sempacherstrasse,47,4053,Basel,BS,3.5,98,1990
Missionsstrasse,10,4055,Basel,BS,2.5,61,1995
An der Hohlen Gasse,2,4058,Basel,BS,3,80,2000
Malzgasse,10,4052,Basel,BS,3.5,81,2005
Neubadstrasse,150,4054,Basel,BS,3.5,97,2010
Malzgasse,14,4052,Basel,BS,3.5,81,2010
Mörsbergerstrasse,10,4057,Basel,BS,3,92,2010
Malzgasse,12,4052,Basel,BS,3.5,81,2015
Spalenring,150,4055,Basel,BS,3,88,2020
Steinenvorstadt,27,4051,Basel,BS,2,67,2020
Türkheimerstrasse,5,4055,Basel,BS,3.5,91,2020
Neubadstrasse,150,4054,Basel,BS,3.5,97,2030
St. Alban-Anlage,23,4052,Basel,BS,3,89,2030
Spalenvorstadt,36,4051,Basel,BS,2.5,85,2030
Achilles Bischoff-Strasse,2,4053,Basel,BS,4.5,85,2030
Altkircherstrasse,34,4054,Basel,BS,3.5,85,2040
Thiersteinerrain,9,4053,Basel,BS,4.5,102,2050
Breisacherstrasse,34,4057,Basel,BS,4,104,2050
Unter der Batterie,15,4059,Basel,BS,3.5,104,2050
Lothringerplatz,2,4056,Basel,BS,3.5,86,2060
Maiengasse,14,4056,Basel,BS,3.5,73,2090
Belforterstrasse,142,4055,Basel,BS,3.5,98,2100
Rümelinsplatz,1,4001,Basel,BS,1,35,2100
Gerbergässlein,7,4051,Basel,BS,3.5,75,2100
Hebelstrasse,109,4056,Basel,BS,3.5,86,2100
Riehenstrasse,183,4058,Basel,BS,4,98,2110
